Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Region_Assam,Region_Bihar,Region_Chandigarh,Region_Chhattisgarh,Region_Delhi,Region_Goa,Region_Gujarat,Region_Haryana,Region_Himachal Pradesh,Region_Jammu & Kashmir,Region_Jharkhand,Region_Karnataka,Region_Kerala,Region_Madhya Pradesh,Region_Maharashtra,Region_Meghalaya,Region_Odisha,Region_Puducherry,Region_Punjab,Region_Rajasthan,Region_Sikkim,Region_Tamil Nadu,Region_Telangana,Region_Tripura,Region_Uttar Pradesh,Region_Uttarakhand,Region_West Bengal,Area_Urban
2019-11-30, Monthly,0.10516028146989836,0.15811305825616287,0.4545914922349764,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-31, Monthly,0.19741985926505085,0.1492303122485613,0.4686022957461176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31, Monthly,0.08027104508730779,0.17099590582059968,0.49122214719783935,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29, Monthly,0.11806098514464426,0.17238817917801028,0.5185685347738015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-31, Monthly,0.06528537920250195,0.1554413087325823,0.41576637407157335,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-30, Monthly,0.5436538962731301,0.09252549346638998,0.39821066846725195,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-30, Monthly,0.2805577273911911,0.13833278709722596,0.46117488183659694,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-31, Monthly,0.07114933541829555,0.303140155277427,0.5575624577987847,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-30, Monthly,0.07792546260099036,0.28076987866254377,0.5028696826468603,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-31, Monthly,0.006776127182694797,0.26505345543742276,0.42353139770425396,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-31, Monthly,0.004821475110763612,0.2763520251196152,0.449020931802836,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-30, Monthly,0.04169924420119883,0.29943241231882667,0.5253207292370021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-31, Monthly,0.09291112848579619,0.27891187405622836,0.5025320729237003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-30, Monthly,0.015506906437320805,0.251219704370327,0.39027683997299134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-31, Monthly,0.005342715663278569,0.27787542138487353,0.448852126941256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31, Monthly,0.03348970549908782,0.3037400928781433,0.5265023632680622,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29, Monthly,0.053557466770914774,0.27782129710253145,0.47265361242403786,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-31, Monthly,0.03114412301277039,0.2800116576050226,0.46455097906819726,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-30, Monthly,0.432238728173052,0.2029601543156549,0.5050641458474004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31, Monthly,0.30909564764138653,0.231300022181115,0.5023632680621203,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-30, Monthly,0.1422986708365911,0.3356097605565805,0.675894665766374,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-31, Monthly,0.08639562157935887,0.1122927966659617,0.4176232275489535,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-30, Monthly,0.11727912431587179,0.12150533996730106,0.487170830519919,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-31, Monthly,0.06450351837372946,0.10509892508300533,0.36512491559756927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-31, Monthly,0.1344800625488663,0.11336640374365961,0.44851451721809593,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-30, Monthly,0.06971592389887933,0.11701951944678904,0.43281566509115466,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-31, Monthly,0.11910346624967423,0.11545212396695606,0.45054017555705617,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-30, Monthly,0.0651550690643732,0.09859336129266194,0.32714382174206624,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-31, Monthly,0.14034401876465988,0.10970027634437118,0.4277515192437543,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31, Monthly,0.053557466770914774,0.11497541478280451,0.41070222822417285,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29, Monthly,0.11610633307271306,0.11271319472808058,0.4306212018906146,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-31, Monthly,0.11532447224394057,0.08949713599446503,0.2960837272113438,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-30, Monthly,0.13956215793588742,0.0372801496253211,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31, Monthly,0.30466510294500915,0.08201740072715481,0.34250506414584736,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-30, Monthly,0.3604378420641126,0.08534509281592764,0.399729912221472,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-31, Monthly,0.047302580140734934,0.3345956136500697,0.4159351789331533,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-30, Monthly,0.05538180870471722,0.35526028651667474,0.45830519918973667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-31, Monthly,0.05108157414646859,0.354821016028026,0.4535786630654964,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-31, Monthly,0.06437320823560073,0.3610410441599692,0.4713031735313978,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-30, Monthly,0.04013552254365388,0.35229757797226124,0.4400742741390952,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-31, Monthly,0.03883242116236643,0.37200806707667144,0.47484807562457804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-30, Monthly,0.03544435757101902,0.3555147034462779,0.44074949358541526,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-31, Monthly,0.038311180609851433,0.36750337412962963,0.4632005401755572,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31, Monthly,0.04769351055512118,0.3528308825676052,0.43923024983119524,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29, Monthly,0.05759708105290591,0.3527071511779116,0.4429439567859555,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-31, Monthly,0.015506906437320805,0.359320088797063,0.43163403106009457,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-30, Monthly,0.16288767266093304,0.31030247076364814,0.41441593517893327,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31, Monthly,0.2926765702371645,0.2853865378017437,0.43737339635381506,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-30, Monthly,0.08418034923117018,0.36519240941820247,0.4755232950708981,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-31, Monthly,0.04782382069324993,0.5215052393726753,0.5702228224172856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-30, Monthly,0.05655459994787594,0.5031281976379989,0.5462525320729237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-31, Monthly,0.04769351055512118,0.5422122494556901,0.5987508440243079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-31, Monthly,0.04899661193640864,0.5857662016009461,0.6640783254557732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-30, Monthly,0.05733646077664842,0.5504245104141571,0.6146185010128292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-31, Monthly,0.04964816262705238,0.5309828057761172,0.5786630654962863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-30, Monthly,0.04795413083137866,0.5430352228364497,0.5941931127616477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-31, Monthly,0.039483971853010155,0.575318268821599,0.6355503038487509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31, Monthly,0.049517852488923625,0.5649039477682962,0.62508440243079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29, Monthly,0.05525149856658847,0.5520483263580073,0.6082039162727887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-31, Monthly,0.07010685431326556,0.5047566278135962,0.5447332883187037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-30, Monthly,0.329424029189471,0.3272689134243069,0.4066509115462526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31, Monthly,0.2200938232994527,0.4018105151955946,0.47062795408507774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-30, Monthly,0.12249152984102164,0.5150356490952421,0.5909858203916274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-31, Monthly,0.04117800364868386,0.02339024051497099,0.8912896691424713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-30, Monthly,0.05512118842845974,0.0213299313688792,0.8062120189061446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-31, Monthly,0.013421944227260868,0.02425404219275376,0.9004051316677921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-31, Monthly,0.006776127182694797,0.022224961117443598,0.8023295070898042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-30, Monthly,0.0031274433150898784,0.024333818104666477,0.8894328156650911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-31, Monthly,0.048214751107636164,0.02255045033699088,0.8458811613774477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-31, Monthly,0.02345582486317435,0.02304004000692003,0.8414922349763674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29, Monthly,0.035965598123534004,0.023255815479190478,0.8563470627954086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-30, Monthly,0.10919989575188951,0.016482167011177745,0.599257258609048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31, Monthly,0.04860568152202241,0.020615950078298695,0.7415597569209994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-30, Monthly,0.017591868647380743,0.024072293946068885,0.8659689399054693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-31, Monthly,0.05433932759968724,0.2428776982130174,0.45813639432815667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-06-30, Monthly,0.061376075058639554,0.2387096036311511,0.449189736664416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-07-31, Monthly,0.04313265572061506,0.2615561520622478,0.5016880486158002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-08-31, Monthly,0.04795413083137866,0.25538436561387906,0.48615800135043896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-09-30, Monthly,0.05616366953348968,0.2431392879768057,0.4556043214044565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-10-31, Monthly,0.05577273911910345,0.25306358199224116,0.48193787981093866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-11-30, Monthly,0.06150638519676831,0.2655523829128307,0.5187373396353816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-12-31, Monthly,0.06085483450612457,0.24701773564165347,0.46556380823767723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-01-31, Monthly,0.023586135001303105,0.24345447718141033,0.4348413234301149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-02-29, Monthly,0.04313265572061506,0.2578991437844691,0.4836259284267387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-31, Monthly,0.19663799843627836,0.21353912252926205,0.4426063470627954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-04-30, Monthly,0.3189992181391713,0.12056110632569841,0.19969615124915602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-05-31, Monthly,0.12314308053166535,0.21068667444204808,0.3907832545577313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-06-30, Monthly,0.0598123534010946,0.22169579402279418,0.38875759621877115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-05-31, Monthly,0.0,0.0026909937128577477,0.5021944632005402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-06-30, Monthly,0.0,0.0029545735007644736,0.5506414584740041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-07-31, Monthly,0.0,0.001963935120927518,0.35837272113436874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-08-31, Monthly,0.063200416992442,0.0029415180678116493,0.5823767724510466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-30, Monthly,0.0,0.0027619347924204563,0.5065833896016206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-10-31, Monthly,0.01537659629919208,0.0028617640242958597,0.5320729237002026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-11-30, Monthly,0.0,0.002041786613912522,0.3658001350438893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-12-31, Monthly,0.02593171748762052,0.002873244932671465,0.5357866306549629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-01-31, Monthly,0.007557988011467287,0.002773612516368207,0.5038825118163404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-02-29, Monthly,0.02267396403440186,0.0029347169963739317,0.5410195813639433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-31, Monthly,0.030101641907740423,0.002028425023403002,0.36968264686022956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-05-31, Monthly,0.11949439666406048,0.13206602620109492,0.5310600945307226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-06-30, Monthly,0.1591086786551994,0.13068149425618902,0.5479405806887239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-07-31, Monthly,0.12561897315611156,0.1368679325304847,0.5599257258609048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-08-31, Monthly,0.08717748240813136,0.13414089969952606,0.5190749493585416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-09-30, Monthly,0.11193640865259316,0.1358366626691966,0.5428764348413235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-10-31, Monthly,0.1636695334897055,0.1306090223888429,0.5457461174881837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-11-30, Monthly,0.09212926765702373,0.13876814314282848,0.5438892640108035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-12-31, Monthly,0.07988011467292155,0.13372076405817002,0.5075962187711006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-01-31, Monthly,0.12627052384675527,0.13427307229042526,0.5383187035786631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-02-29, Monthly,0.13565285379202502,0.1303443929178847,0.5209318028359217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-03-31, Monthly,0.1369559551733125,0.13830169023682579,0.5658338960162054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-04-30, Monthly,0.04808444096950741,0.10217286797180614,0.31853477380148554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-31, Monthly,0.5289288506645818,0.08043078292644155,0.4694463200540176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-06-30, Monthly,0.26062027625749284,0.11622237264277543,0.5160364618501013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-05-31, Monthly,0.052514985665884806,0.33188758445602223,0.42521944632005415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-06-30, Monthly,0.1785248892363826,0.31842887639586254,0.4674206617150575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-07-31, Monthly,0.12640083398488403,0.3238808645600738,0.4464888588791358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-08-31, Monthly,0.16288767266093304,0.3280834893406545,0.47518568534773803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-09-30, Monthly,0.07101902528016679,0.33612511119806476,0.43737339635381506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-10-31, Monthly,0.19103466249674225,0.33084968847047164,0.49561107359891965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-11-30, Monthly,0.1364347146207975,0.3330367905818238,0.4648885887913572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-12-31, Monthly,0.18191295282773,0.3375581035105141,0.5008440243079001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-01-31, Monthly,0.10424811050299712,0.3375372410598659,0.4522282241728562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-02-29, Monthly,0.18868908001042484,0.32783246201257177,0.4810938555030385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-03-31, Monthly,0.12340370080792287,0.3282522696279742,0.44125590817015536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-04-30, Monthly,0.15962991920771435,0.2843285010226428,0.3693450371370696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-05-31, Monthly,0.13617409434454,0.3397783143747818,0.46893990546927755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-06-30, Monthly,0.18060985144644254,0.35049699977622073,0.5173869007427414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-10-31, Monthly,0.07140995569455304,0.002127095230242404,0.5187373396353816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-11-30, Monthly,0.17083659108678656,0.0024712600607473267,0.6703241053342337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-12-31, Monthly,0.013031013812874609,0.0024542245795576567,0.5565496286293046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-04-30, Monthly,0.0,0.0018364861037599711,0.411715057393653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-06-30, Monthly,0.07571019025280167,0.0020095525968732153,0.49004051316677927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-05-31, Monthly,0.012640083398488405,0.34541740854291986,0.6095543551654288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-06-30, Monthly,0.01198853270784464,0.3570208892831712,0.6357191087103309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-07-31, Monthly,0.07831639301537659,0.35878402878370885,0.6855165428764349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-08-31, Monthly,0.0379202501954652,0.3589590415641467,0.6556380823767726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-09-30, Monthly,0.02228303362001563,0.31809816062945473,0.5450708980418636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-10-31, Monthly,0.01902528016679697,0.3399710624251103,0.5945307224848075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-11-30, Monthly,0.03205629397967162,0.3536996702398825,0.6350438892640109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-12-31, Monthly,0.04860568152202241,0.33475087926810154,0.5987508440243079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-01-31, Monthly,0.01537659629919208,0.325953398140036,0.5553679945982444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-02-29, Monthly,0.015246286161063327,0.3450629218290754,0.5997636731937881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-03-31, Monthly,0.08287724784988272,0.3455025203436776,0.6453409858203917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-05-31, Monthly,0.5046911649726349,0.12506365616984344,0.2577650236326807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
